id	origin	content	label
4d3bcd28-120c-40c8-a957-fda873ea6946	wikinews	Ukraina: zatrzymano ponad 400 protestujących przeciwko okupacji Chersonia	0
b16b777b-bff7-4670-b69f-cad5a0452d85	wikinews	Wybory prezydenckie: Cisza wyborcza przed drugą turą w Polsce, głosowanie w USA	0
8323c33d-f24a-46de-ab88-67f3fac22748	wyborcza	Andrzej Zaorski nie żyje. Miał 79 lat	0
58955c70-d4d0-4f3d-a35d-16b56c60e99e	o2	Agresywny właściciel marketu uniemożliwił kontrolę inspektorkom sanepidu. Szokujące nagranie	1
6d1ecd8e-5e7f-4bde-b032-6e82ae543bd2	wikinews	Neymar zagra przeciwko Kolumbii w ćwierćfinale Mistrzostw Świata w Piłce Nożnej 2014	0
aac09905-0924-4535-9b22-db39a53eb2f2	wikinews	Liga Europy UEFA 2010/2011: Lech Poznań 0-0 Dnipro Dniepropietrowsk	0
12df010d-8460-4d1c-bca7-b61cfd01e55d	wpwiadomosci	Ukraińcy trafią nawet z 50 kilometrów. Holandia wysyła niemiecką superbroń	0
054a5da7-dc86-440f-8d05-b416acf02e3d	pudelek	Piotr Świąc nie żyje. Prezenter TVP zginął w tragicznym wypadku samochodowym	0
b3fe6603-21f0-4e63-85be-257205b1b430	o2	Zaskakujące informacje. Przemytnicy oferują to na Facebooku	1
e646c2c9-cb8e-454b-bc03-7fd14c52b401	wikinews	Wizyta rosyjskiej floty w Japonii	0
f80c6bd8-1739-4dce-b312-aae329ed118d	pudelek	Ula Chincz chwali się efektami ciążowej sesji. Fani: "Wyglądasz jak KSIĘŻNA DIANA"	1
20c77729-1481-4822-95e6-7ed2da84641e	wikinews	Protesty przeciwko ACTA w Polsce	0
6403683e-18a6-45fb-9813-90f1250a340d	tvpsport	Podwójna remontada! Szalony mecz we Włocławku	1
87110fd0-d6c7-47fb-adec-149db209cb4c	wyborcza	Koronawirus we wtorek 19 października: oficjalnie prawie 4 tys. nowych zakażeń i 64 zgony	0
90e18b9a-017d-4180-92a8-8cc593553fb8	pudelek	Taniec z gwiazdami jest ustawiony?	1
09b544f5-49bf-419c-8da1-c52bec5291bf	pudelek	Gigantyczny brzuch Evy Longorii w drodze na wywiad	1
fd704b9b-67b9-4939-a265-ba9e003ee798	wikinews	XIV Warszawski Festiwal Nauki: zapowiedź	0
6779bfc6-111b-48cc-bde2-410fdd4e4d10	pudelek	Olbrychski nadal jeździ konno. Po "soku pomarańczowym"?	1
ac9bbac9-7f79-490e-9276-c05527502650	wikinews	SLD o Kwaśniewskim: Ta prezydentura przejdzie do historii jako dobry czas	0
8ad2a9a6-ff16-47e3-a373-a0377cffb61f	wikinews	Odwołano prolog Internationale Österreich-Rundfahrt	0
40f67f3f-dff5-4340-88f7-156ee6dfe6dd	wikinews	Kaarel Nurmsalu został Mistrzem Estonii w skokach narciarskich	0
06feb8ff-4802-40d3-aeec-d423fbb4f75c	wikinews	Apple wymienia wadliwe ładowarki	0
b50e6800-23fa-4e1f-8c11-db31a5a8b1bd	tabletowo	Toyota chwali się dużą sprzedażą hybryd w Polsce	0
a1fd3b6c-a78c-4a1b-8124-7dd543e599e9	pudelek	Tomasz Kammel nękany pytaniami o odejście Marzeny Rogalskiej z TVP: "Ona pokazała klasę, A TY KIEDY?!"	1
360f76e3-30dc-4c65-9401-d9158cb70f5a	wyborcza	Powybijane okna i broń własnej roboty. Policja publikuje film po zamieszkach w ośrodku dla imigrantów w Wędrzynie	1
6c6f081b-27e5-4106-9789-9bcc1132dcb2	wyborcza	Nergal nie obraził uczuć religijnych. Sąd uznał, że nikt nie musiał oglądać zdeptanego obrazu Maryi	0
a0da0516-81a4-43c1-9c1c-6b7988957a29	space24	Nazwy gór lodowych w hołdzie zasłużonym satelitom obserwacyjnym	0
17758254-6b15-44a8-b016-3b4155f278bf	wyborcza	Wielka Orkiestra Świątecznej Pomocy w Toruniu. Zebraliśmy ponad 683 tys. zł	0
2ca8e22f-589d-4a0e-858a-ba4830b76d46	wikinews	Andrzej Kryże prokuratorem krajowym	0
4f9ca612-d845-4e79-bb12-1deb1a60db54	other	Chciał zdezynfekować ręce. Dramat 5-latka z Rozkopaczewa	0
4cac474f-12fd-4278-a815-5038e4c666ba	pudelek	Omenaa Mensah w... afro!	1
f616c50b-20e3-4576-afe6-abf48dbbdf02	o2	Wariant Omikron dotarł do Europy. Niepokojące wieści dla narciarzy.	1
6b41e966-71d9-4b9b-bdde-2614dcec856d	wyborcza	Wymachiwał bagnetami w tunelu trasy WZ. Groził policjantowi, że go zabije	1
6452f765-d371-47d4-b2ba-03a79d958917	pudelek	Jessica Mercedes roni łzy pod goglami VR na "spotkaniu" z Coco Chanel. "Mogłam wszystkiego DOTKNĄĆ, USIĄŚĆ, POCZUĆ!"	1
cf31aab1-ced2-4b19-bbd5-9390b0a847f8	pudelek	Edyta Górniak jest gotowa PRZEBACZYĆ kokainiście Dariuszowi Krupie! "Jakby stanął tutaj tata Allana, WYCIĄGNĘŁABYM RĘKĘ"	1
d49f3ec8-c2c3-48ba-8fdc-bd3b0c99e04f	pudelek	Kukiz chce zalegalizować... picie piwa w plenerze!	1
92c11707-4bdd-4990-9b1a-4207523490d0	o2	Bunt w szkole w Radzyminie. Tak uczniowie zareagowali na wizytę Czarnka	1
0656ae13-12f3-4f82-9b36-daf47be2b74b	pudelek	Znowu WYPRASOWALI Rodowicz! Wygląda już jak postać z anime?	1
8a6f40f2-9c47-4535-8e34-73efe951fbff	tabletowo	Aktualizacja zza grobu. LG Velvet dostaje Androida 12	0
a15da0a0-414b-4f58-b915-77a3501689d8	wikinews	Zderzenie pociągów w Pakistanie spowodowało śmierć setek ludzi	0
f8d9e2be-fc86-4e98-b009-791def76c267	other	Debata Strajku Kobiet na temat wolnych mediów. Zainteresowanie policji... robi wrażenie	1
87d7e83f-91ee-4568-bdef-595182e244fe	tabletowo	Dobre wieści! 3D Touch może powrócić do iPhone’ów	0
9ca3870d-5840-480a-b913-a92a237e5609	pudelek	Kayah: "Kabała wyleczyła mnie z białaczki!"	1
d4589750-c622-4174-8be8-00ff22422e70	pudelek	Rolnik szuka żony. Elżbieta ostro o Marku: "Nie szukał miłości TYLKO LOKUM!"	1
60c8cb89-70ce-4ea7-8415-8547187e7efb	pudelek	Tak Amerykanie zareagowali na wyniki wyborów	1
9652868a-e8a8-4269-9ae4-3e48329692d8	pudelek	Ulubienica Vegi: "Lubię męskie kino"	1
85111cbd-caef-4f17-a412-ed2d5aa1cd78	wikinews	Białoruś: Zaostrzono walkę z nielegalnymi taksówkarzami	0
a97c5698-c774-463e-abce-a8d48caa4007	space24	Sonda Solar Orbiter skorzystała z asysty grawitacyjnej Wenus	0
8d4709dd-25f9-467c-9dbb-37ee52d60f12	wikinews	Awaria Spotify i Discorda	0
3293d79e-5cda-4c46-8459-6fe40258ba7b	o2	To wpisujemy w Google. Najpopularniejsze hasła polskiego internetu 2021	1
07bad8ca-8c08-4068-9749-615bc3e66cab	wikinews	Znicz 2008: zginęły 32 osoby, 421 zostało rannych	0
80521241-87df-4895-9bfc-b8bc3e6f776b	wikinews	Szwajcaria: władze zakazują demonstracji przeciw Światowemu Forum Ekonomicznemu	0
45a051c7-a49a-4ab5-aba1-c3ec8aed47e0	wikinews	Polska: prezydent pojedzie do Brukseli	0
c60de3dc-5efe-49fa-bee4-3d51b407107f	pudelek	Księżna Monako wyjechała z kraju! Leczy się w specjalistycznym ośrodku: "Była WYCIEŃCZONA emocjonalnie i fizycznie"	1
39e4ee2e-8685-4784-9f91-ca7bd0dc5c3f	wikinews	Puchar Świata w skokach narciarskich: kwalifikacje do pierwszego konkursu odwołane	0
9f6a62c9-9dd6-468d-9993-becd71bffeaf	o2	Wyciekło wideo z zatrzymania Tuska. Wtedy stracił prawo jazdy	1
5ba32276-16ef-40cd-b8a9-996e2aa7c55b	pudelek	Zatrzęsienie gwiazd na Instyle Awards: Wiecznie młoda Nicole Kidman, elegancka Reese Witherspoon, odważna Elle Fanning... 	1
70a3313e-f755-45e4-a038-ff5560fb1412	pudelek	Jennifer Lawrence w kampanii Diora	1
6b4ca00c-4d23-49a1-b4a0-6f5380007836	tvpsport	Arcyważna wygrana Zagłębia. Radomiak ośmieszony u siebie	1
4e94ad04-058b-4edf-90a3-9dca3536003c	other	Judyta Turan nie żyje. Przed śmiercią nagrała film krótkometrażowy.	0
c5110e69-0402-4527-a90e-fc24c617ad72	o2	Przerażające odkrycie na klatce schodowej w Ostrowcu. Jest podejrzany	1
bed5bc36-1114-47aa-8ea2-2e864af8a203	pudelek	Ania Starmach świętuje pierwszą rocznicę ślubu: "Bajka nadal trwa a ja jestem JESZCZE SZCZĘŚLIWSZA"	1
5e3af4ce-8274-4fda-9636-6652bc1a27f4	wyborcza	Koronawirus. Rekord liczby zakażeń w czwartej fali koronawirusa w Małopolsce	1
6d186061-c71e-4207-b412-d040d40b1ac1	pudelek	SZOK I NIEDOWIERZANIE! Małgorzata Godlewska odwołuje kolędowanie: "W tym roku coviduję z pacjentami"	1
cd0fbc92-f09e-4123-8a64-3d3ec529d7f0	o2	30 wozów strażackich w akcji. Wielki pożar w Chorzowie	1
b5d2f821-92f8-4863-8d69-fb4a036dff7b	wikinews	Radosław Sikorski jedzie na Białoruś	0
c76c8545-6761-4a09-8ccb-38acc9795e08	pudelek	Power Couple. Znamy ZWYCIĘSKĄ PARĘ 1. edycji programu!	1
981d40c3-c4f6-4efd-b58a-1a7a1472d8ec	wikinews	44. Małopolski Wyścig Górski: Kiendyś wygrał kryterium uliczne w Krakowie	0
86c4ae80-c094-4a4f-a642-a7b9112c669c	naukawpolsce	Analiza: najwięcej prac naukowych o SI z Chin, USA i Indii	0
58fb8c90-4204-47e0-8ee7-cfd67710b853	pudelek	Joanna Przetakiewicz relacjonuje podróż samochodem z psem MIĘDZY PEDAŁAMI: "TO NIEBEZPIECZNE"	1
ceec9bc2-384a-47bc-a42e-aedded52ac11	o2	Z zimną krwią zamordował rodziców i 7-letniego brata. Szokująca decyzja sądu	1
c954168c-db89-48ed-8d79-aef8564aebc6	wikinews	Eurowybory 2014: remis PO i PiS, sukces Nowej Prawicy	0
1c2b2c77-cc09-4691-a081-69fc27623a57	pudelek	Hotel Paradise. Uczestnicy WYELIMINOWALI z programu kolejną osobę!	1
bb9b814e-a6c8-44a0-ac0b-09fdae951a1e	pudelek	Łukasz ze "Ślubu od pierwszego wejrzenia" zachwyca się synkiem: "Teraz dopiero poczułem się prawdziwym tatą"	1
3fda717c-35c9-460f-966f-6825029b5148	wikinews	Irak: Polscy żołnierze ujęli 29 terrorystów	0
105843a4-3d3c-4a95-9785-d053fb82a22a	pudelek	Tak mieszka Elżbieta z "Rolnik szuka żony"! Stawia na przytulne wnętrza i ma wyraźną słabość do roślin i bibelotów 	1
cd3cbfe0-7ff3-4b2a-b63b-06ef460722da	pudelek	Monika Chwajoł wyprawia córce komunię świętą NA BOGATO: biało-złota karoca, droga restauracja i... maszyna do wyrzutu piłek tenisowych! (ZDJĘCIA)	1
91a876e1-c563-48af-8afc-5e2989a17b98	other	Wyrzucono ją z samochodu pod szpitalem. 26-latka nie żyje	0
b6660fcc-4cd6-4d00-99d3-2cd902833841	wikinews	Zniszczony ogród deszczowy w Warszawie	0
c9a3a752-a53e-403e-b2b1-6478f53224ae	pudelek	Ślotała: "Jestem zakochana w córeczce, ale wracam do pracy"	1
5f9cbcca-a390-4da4-b1b5-6a9aeffe4de1	space24	Rozwój poprzez konsolidację. Co dalej z rynkiem SATCOM? [KOMENTARZ]	0
86d32c8f-4d5e-408f-ae82-4bbe27cd04d9	pudelek	Chuda Kołakowska pokazuje nogi na premierze	1
61d2d949-3904-43c1-9d0b-42ff6c89c6c0	wyborcza	Prasówka z Rosji, 20 kwietnia.Ukraińscy nacjonaliści przebrani w rosyjskie mundury mogą rozstrzeliwać ludność cywilną	1
573e23ad-448c-4129-9fa1-1b172f269005	space24	Szkody w Bejrucie zmapowane. NASA użyła danych z Copernicusa	0
09e895fd-7136-481e-833b-fc0f27759fed	pudelek	Edyta Górniak zastanawia się: "Kto komu sprzedał Królestwo Polskie? Pytam się. DLACZEGO?"	1
2810f3da-2abf-4b34-b9ae-45b550720bc4	wp-wiadomosci	Zrobiło się nerwowo. Wszystko przez "telefon od Tuska"	1
5797f776-64f3-4f75-a065-5d5e4dc7b747	wikinews	Piraci uwolnili saudyjski supertankowiec "Sirius Star"	0
2e8b4b9e-783c-45b6-9b9b-c7a7407ba138	wikinews	Open 3D Foundation – nowy projekt Linux Foundation	0
896d15d1-d153-4001-a3b2-30afcd933d4c	other	Tragiczna śmierć diakona z Radomia. Miał 31 lat	0
f2b10a76-dd12-453a-ba91-0c1f9a501cb6	wpwiadomosci	Rocznica wejścia Polski do Unii Europejskiej. Tusk o Ziobrze: pozbyć się tego szkodnika	1
9d40e2d6-733b-449b-90ef-9868d9e4cf5e	wikinews	Wrocław: Zarejestruj wypchane zwierzątko!	0
c209dcde-1592-40d7-b405-9544d93d83d3	wyborcza	Podsumowanie dnia: 8 listopada. Kryzys na granicy, Tusk wzywa do sięgnięcia po art. 4 NATO, ponad 7 tys. zakażeń koronawirusem	0
37f3df64-319a-47ef-bc35-5bd920780264	pudelek	Kinga Rusin BEZ MAKIJAŻU na Mazurach!	1
2982c306-b718-48e7-81a5-269926d085c8	wikinews	Dudka złamał nogę?	0
6827f558-1b2d-4c82-a0a1-b2aede8cf77d	tvpsport	Olimpijczyk z Pekinu poza kadrami. Małysz uzasadnia decyzję	1
a09c9cd1-c924-4686-a80a-b08fd79fa921	wikinews	Afganistan: Polscy żołnierze oskarżeni o zabójstwo sześciu cywilów	0
f1d9aabe-d1f8-4cdf-8cbb-0b3f21f4e264	wyborcza	Wchodzisz do metra bez maseczki, a tam policja. "Największe kontrole od początku pandemii"	1
7a4aaa49-cdae-4799-a2dd-15816c78d5e1	pudelek	Pierwsze córki głosują w wyborach: Kinga Duda czy Kasia Tusk?	1
e42ad2f0-7fa9-4a09-8a0c-cf9ee92946c3	wikinews	Animation Now! Zapowiedź trzeciej edycji festiwalu animacji w Trójmieście	0
02ee14ae-35f8-4f93-800c-c157e129a3cf	wp-wiadomosci	Tak może wyglądać szczyt czwartej fali. Znamy prognozę	1
25c7bb05-971f-4245-9a38-0a2949fcaf0f	pudelek	Strażnik Królowej krzyczy na śpiewającego turystę!	1
fae7767f-f661-4ab9-b692-1ee19a1ac2f5	wyborcza	Jarmark Bożonarodzeniowy w Gdyni na pl. Grunwaldzkim ruszy 4 grudnia	0
65acc21a-3eef-49b3-a841-77151c23fd08	wyborcza	Wicepremier Gliński: Jest równowaga w inwestycjach w kulturę między Toruniem a Bydgoszczą	0
408941e0-05c0-43ef-9369-552e032ab3c1	o2	Żona ministra uruchomiła podcast. Jej pierwszy gość? Wielkie zaskoczenie	1
ae4fe496-5b55-4e00-9c14-0bec0970fe34	wyborcza	Beata P., znana wokalistka, odpowie za jazdę pod wpływem alkoholu. Jest akt oskarżenia	1
